body_site	days	p	c	o	f	g	s	VaginaASV	seeding.effectiveness.scale	feature.frequency	P.VD	P.CSR	P.CS
Feces	30	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_[Odoribacteraceae]	g_Odoribacter	s_	FALSE	0.808	0.17	0.489	0.32	0.19
Feces	30	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	-	FALSE	0.997	0.411	0.521	0.447	0.032
Feces	30	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	-	FALSE	0.912	0.149	0.318	0.632	0.05
Feces	30	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	g_Parabacteroides	s_distasonis	FALSE	0.975	0.376	0.346	0.642	0.012
Feces	30	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	g_Prevotella	s_	TRUE	0.811	0.156	0.384	0.377	0.239
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_neonatale	FALSE	0.9	0.206	0.143	0.019	0.838
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	-	-	FALSE	0.962	0.135	0.464	0.41	0.126
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_producta	FALSE	0.892	0.128	0.15	0.011	0.839
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Lachnospira	s_	FALSE	0.982	0.128	0.432	0.472	0.096
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Faecalibacterium	s_prausnitzii	TRUE	0.887	0.255	0.369	0.446	0.185
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Faecalibacterium	s_prausnitzii	TRUE	0.847	0.291	0.152	0.049	0.799
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Faecalibacterium	s_prausnitzii	FALSE	0.804	0.199	0.346	0.421	0.232
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Oscillospira	s_guilliermondii	FALSE	0.908	0.113	0.398	0.424	0.179
Feces	30	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Ruminococcus	s_bromii	FALSE	0.942	0.135	0.408	0.442	0.15
Feces	30	p_Verrucomicrobia	c_Verrucomicrobiae	o_Verrucomicrobiales	f_Verrucomicrobiaceae	g_Akkermansia	s_muciniphila	FALSE	0.99	0.177	0.423	0.508	0.069
Feces	120	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	g_Actinomyces	s_	FALSE	0.932	0.524	0.41	0.421	0.169
Feces	120	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	g_Varibaculum	s_	TRUE	0.798	0.167	0.509	0.308	0.182
Feces	120	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Corynebacteriaceae	g_Corynebacterium	s_	TRUE	0.831	0.155	0.295	0.637	0.068
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	-	FALSE	0.955	0.179	0.468	0.393	0.139
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	s_caccae	TRUE	0.867	0.131	0.384	0.401	0.215
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	s_uniformis	TRUE	0.859	0.226	0.318	0.538	0.144
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	g_Parabacteroides	s_	FALSE	0.896	0.155	0.314	0.609	0.077
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Porphyromonadaceae	g_Porphyromonas	s_	TRUE	0.747	0.119	0.295	0.516	0.189
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	g_Prevotella	s_	TRUE	0.859	0.107	0.321	0.524	0.154
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	g_Prevotella	s_	TRUE	0.765	0.155	0.392	0.341	0.267
Feces	120	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	g_Alistipes	s_putredinis	FALSE	0.903	0.155	0.357	0.473	0.17
Feces	120	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	g_Streptococcus	-	TRUE	0.89	0.179	0.33	0.529	0.14
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_perfringens	FALSE	0.796	0.5	0.342	0.413	0.245
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Clostridium	-	FALSE	0.769	0.167	0.179	0.064	0.757
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Coprococcus	s_	TRUE	0.914	0.131	0.428	0.391	0.181
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Coprococcus	s_	TRUE	0.732	0.19	0.334	0.381	0.285
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	-	-	FALSE	0.848	0.119	0.36	0.42	0.22
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_	s_	FALSE	0.771	0.119	0.338	0.402	0.26
Feces	120	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Faecalibacterium	s_prausnitzii	TRUE	0.848	0.25	0.312	0.553	0.136
Feces	120	p_Firmicutes	c_Erysipelotrichi	o_Erysipelotrichales	f_Erysipelotrichaceae	g_Clostridium	s_ramosum	FALSE	0.814	0.571	0.375	0.379	0.245
Feces	180	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	g_Actinomyces	s_	FALSE	0.907	0.488	0.406	0.405	0.189
Feces	180	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Micrococcaceae	g_Rothia	s_mucilaginosa	TRUE	0.962	0.244	0.388	0.492	0.12
Feces	180	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Micrococcaceae	g_Rothia	s_mucilaginosa	FALSE	0.925	0.14	0.362	0.488	0.15
Feces	180	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	-	FALSE	0.842	0.291	0.416	0.356	0.228
Feces	180	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	g_Bacteroides	s_fragilis	TRUE	0.949	0.314	0.597	0.338	0.065
Feces	180	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	g_Prevotella	s_	TRUE	0.985	0.105	0.408	0.513	0.08
Feces	180	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	g_Prevotella	s_	TRUE	0.911	0.14	0.328	0.567	0.105
Feces	180	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	g_Prevotella	s_copri	TRUE	0.936	0.174	0.13	0.013	0.856
Feces	180	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	g_Streptococcus	s_	TRUE	0.881	0.756	0.34	0.486	0.174
Feces	180	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Streptococcaceae	g_Streptococcus	s_	TRUE	0.853	0.744	0.335	0.468	0.197
Feces	180	p_Firmicutes	c_Clostridia	o_Clostridiales	f_[Tissierellaceae]	g_WAL_1855D	s_	TRUE	0.863	0.14	0.355	0.435	0.21
Feces	180	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	-	FALSE	0.832	0.116	0.18	0.012	0.808
Feces	180	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_	TRUE	0.974	0.477	0.442	0.443	0.115
Feces	180	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Clostridium	s_clostridioforme	FALSE	0.986	0.198	0.374	0.587	0.038
Feces	180	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Coprococcus	s_	TRUE	0.822	0.302	0.385	0.368	0.247
