	formula	min_features	batch_size	traing_size	differential_prior	CV	baseline_CV	q_squared	body_site	days	model	best
609	"C(birth_mode_ms, Treatment(""CS"")) + country"	8	8	17	0.5	210.2388931274414	215.42357177734374	0.024067369262919303	Baby-Feces	180.0	grid-search-CS-ref	
610	"C(birth_mode_ms, Treatment(""CS"")) + country"	8	8	8	0.25	203.50475006103517	210.82095336914062	0.034703397319786444	Baby-Feces	180.0	grid-search-CS-ref	
611	"C(birth_mode_ms, Treatment(""CS"")) + country"	8	8	8	0.5	203.50645904541017	210.82107849121093	0.03469586389629298	Baby-Feces	180.0	grid-search-CS-ref	
612	"C(birth_mode_ms, Treatment(""CS""))"	4	12	12	0.25	117.0312889099121	117.22743530273438	0.0016732123526863596	Baby-Feces	180.0	grid-search-CS-ref	Yes
613	"C(birth_mode_ms, Treatment(""CS""))"	4	12	12	0.5	117.03146896362304	117.22754364013672	0.001672599036243394	Baby-Feces	180.0	grid-search-CS-ref	
614	"C(birth_mode_ms, Treatment(""CS""))"	4	12	17	0.25	132.91432342529296	136.58614807128907	0.026882847915731922	Baby-Feces	180.0	grid-search-CS-ref	
615	"C(birth_mode_ms, Treatment(""CS""))"	4	12	17	0.5	132.9145294189453	136.58626708984374	0.02688218771278994	Baby-Feces	180.0	grid-search-CS-ref	
618	"C(birth_mode_ms, Treatment(""CS""))"	4	17	12	0.25	120.39023818969727	121.68263320922851	0.010621031000446979	Baby-Feces	180.0	grid-search-CS-ref	
619	"C(birth_mode_ms, Treatment(""CS""))"	4	17	12	0.5	120.39038467407227	121.68267211914062	0.010620143546840155	Baby-Feces	180.0	grid-search-CS-ref	
620	"C(birth_mode_ms, Treatment(""CS""))"	4	17	17	0.25	140.7801025390625	146.12225799560548	0.036559491550586576	Baby-Feces	180.0	grid-search-CS-ref	
621	"C(birth_mode_ms, Treatment(""CS""))"	4	17	17	0.5	140.7801940917969	146.1222702026367	0.03655894548744443	Baby-Feces	180.0	grid-search-CS-ref	
622	"C(birth_mode_ms, Treatment(""CS""))"	4	17	8	0.25	140.7714065551758	141.80992584228517	0.007323318737676887	Baby-Feces	180.0	grid-search-CS-ref	
623	"C(birth_mode_ms, Treatment(""CS""))"	4	17	8	0.5	140.7715301513672	141.81000213623048	0.007322981237005255	Baby-Feces	180.0	grid-search-CS-ref	
630	"C(birth_mode_ms, Treatment(""CS""))"	8	12	12	0.25	188.9377899169922	193.61121215820313	0.02413817975269017	Baby-Feces	180.0	grid-search-CS-ref	
631	"C(birth_mode_ms, Treatment(""CS""))"	8	12	12	0.5	188.93798217773437	193.61131286621094	0.02413769432835744	Baby-Feces	180.0	grid-search-CS-ref	
632	"C(birth_mode_ms, Treatment(""CS""))"	8	12	17	0.25	220.44295654296874	226.45753021240233	0.02655938914370526	Baby-Feces	180.0	grid-search-CS-ref	
633	"C(birth_mode_ms, Treatment(""CS""))"	8	12	17	0.5	220.44311065673827	226.4576446533203	0.02655920053301608	Baby-Feces	180.0	grid-search-CS-ref	
634	"C(birth_mode_ms, Treatment(""CS""))"	8	12	8	0.25	216.31145324707032	216.50081634521484	0.0008746530444605494	Baby-Feces	180.0	grid-search-CS-ref	
635	"C(birth_mode_ms, Treatment(""CS""))"	8	12	8	0.5	216.31158447265625	216.5009796142578	0.0008748003909220259	Baby-Feces	180.0	grid-search-CS-ref	
636	"C(birth_mode_ms, Treatment(""CS""))"	8	17	12	0.25	192.3383758544922	201.70211029052734	0.04642358189781859	Baby-Feces	180.0	grid-search-CS-ref	
637	"C(birth_mode_ms, Treatment(""CS""))"	8	17	12	0.5	192.33855438232422	201.7021911621094	0.04642307912391275	Baby-Feces	180.0	grid-search-CS-ref	
638	"C(birth_mode_ms, Treatment(""CS""))"	8	17	17	0.25	233.58477630615235	245.83273620605468	0.04982233078037335	Baby-Feces	180.0	grid-search-CS-ref	
639	"C(birth_mode_ms, Treatment(""CS""))"	8	17	17	0.5	233.58490753173828	245.8327667236328	0.049821914934812805	Baby-Feces	180.0	grid-search-CS-ref	
640	"C(birth_mode_ms, Treatment(""CS""))"	8	17	8	0.25	220.8491958618164	233.29535369873048	0.05334936011193181	Baby-Feces	180.0	grid-search-CS-ref	
641	"C(birth_mode_ms, Treatment(""CS""))"	8	17	8	0.5	220.849462890625	233.29546203613282	0.0533486551212049	Baby-Feces	180.0	grid-search-CS-ref	
648	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	10	10	0.25	90.58830642700195	112.95083160400391	0.19798459966548176	Baby-Forearm	2.0	grid-search-CS-ref	
649	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	10	10	0.5	90.59136581420898	112.95125732421874	0.19796053660409674	Baby-Forearm	2.0	grid-search-CS-ref	
650	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	10	13	0.25	138.78423309326172	175.87693939208984	0.21090147706138884	Baby-Forearm	2.0	grid-search-CS-ref	
651	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	10	13	0.5	138.78763427734376	175.87723846435546	0.21088348049385908	Baby-Forearm	2.0	grid-search-CS-ref	
652	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	10	6	0.25	39.88664016723633	53.475735092163085	0.2541170289946748	Baby-Forearm	2.0	grid-search-CS-ref	Yes
653	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	10	6	0.5	39.8913688659668	53.476022720336914	0.2540326143066709	Baby-Forearm	2.0	grid-search-CS-ref	
654	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	13	10	0.25	91.27680969238281	120.23147888183594	0.2408243619618945	Baby-Forearm	2.0	grid-search-CS-ref	
655	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	13	10	0.5	91.28093490600585	120.2317123413086	0.24079152555956718	Baby-Forearm	2.0	grid-search-CS-ref	
656	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	13	13	0.25	158.04867706298828	182.5326675415039	0.13413484176989043	Baby-Forearm	2.0	grid-search-CS-ref	
657	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	13	13	0.5	158.05127716064453	182.5327362060547	0.13412092293282618	Baby-Forearm	2.0	grid-search-CS-ref	
658	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	13	6	0.25	41.78179092407227	57.513526916503906	0.2735310601846834	Baby-Forearm	2.0	grid-search-CS-ref	
659	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	13	6	0.5	41.786915969848636	57.51368179321289	0.2734439064414087	Baby-Forearm	2.0	grid-search-CS-ref	
660	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	6	10	0.25	90.48455581665038	97.66726531982422	0.07354264993140858	Baby-Forearm	2.0	grid-search-CS-ref	
661	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	6	10	0.5	90.48599166870117	97.6680061340332	0.07353497577779877	Baby-Forearm	2.0	grid-search-CS-ref	
662	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	6	13	0.25	131.31263427734376	153.50760803222656	0.14458549670204812	Baby-Forearm	2.0	grid-search-CS-ref	
663	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	6	13	0.5	131.3139617919922	153.5085235595703	0.1445819505844268	Baby-Forearm	2.0	grid-search-CS-ref	
664	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	6	6	0.25	39.93115005493164	43.77307357788086	0.08776910572920316	Baby-Forearm	2.0	grid-search-CS-ref	
665	"C(birth_mode_ms, Treatment(""CS"")) + country"	3	6	6	0.5	39.93356285095215	43.77346267700195	0.08772209442017109	Baby-Forearm	2.0	grid-search-CS-ref	
666	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	10	10	0.25	155.43143615722656	185.34223327636718	0.1613814433461589	Baby-Forearm	2.0	grid-search-CS-ref	
667	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	10	10	0.5	155.43445892333983	185.3429916381836	0.16136856565491053	Baby-Forearm	2.0	grid-search-CS-ref	
668	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	10	13	0.25	251.49856262207032	307.45151977539064	0.1819895286066462	Baby-Forearm	2.0	grid-search-CS-ref	
669	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	10	13	0.5	251.5022186279297	307.4520660400391	0.1819790907009976	Baby-Forearm	2.0	grid-search-CS-ref	
670	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	10	6	0.25	72.04127883911133	90.16547164916992	0.20101034773687054	Baby-Forearm	2.0	grid-search-CS-ref	
671	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	10	6	0.5	72.04720993041992	90.1657958984375	0.20094744118297692	Baby-Forearm	2.0	grid-search-CS-ref	
672	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	13	10	0.25	152.90267944335938	202.34820404052735	0.24435860368330609	Baby-Forearm	2.0	grid-search-CS-ref	
673	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	13	10	0.5	152.90524444580078	202.3486587524414	0.24434762558585066	Baby-Forearm	2.0	grid-search-CS-ref	
674	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	13	13	0.25	268.7858459472656	324.11961975097654	0.17072022312695623	Baby-Forearm	2.0	grid-search-CS-ref	
675	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	13	13	0.5	268.7872833251953	324.11989135742186	0.170716483337361	Baby-Forearm	2.0	grid-search-CS-ref	
676	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	13	6	0.25	72.11247177124024	98.19542083740234	0.2656228655443288	Baby-Forearm	2.0	grid-search-CS-ref	
677	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	13	6	0.5	72.11686859130859	98.19564056396484	0.2655797326936168	Baby-Forearm	2.0	grid-search-CS-ref	
678	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	6	10	0.25	155.74140472412108	159.2490447998047	0.022026129450843146	Baby-Forearm	2.0	grid-search-CS-ref	
679	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	6	10	0.5	155.7457015991211	159.24984130859374	0.022004038940813375	Baby-Forearm	2.0	grid-search-CS-ref	
680	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	6	13	0.25	225.7098175048828	253.1568817138672	0.10841919059505034	Baby-Forearm	2.0	grid-search-CS-ref	
681	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	6	13	0.5	225.7136032104492	253.15828857421874	0.10840919141276129	Baby-Forearm	2.0	grid-search-CS-ref	
682	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	6	6	0.25	68.11965103149414	78.18873291015625	0.12877919239632785	Baby-Forearm	2.0	grid-search-CS-ref	
683	"C(birth_mode_ms, Treatment(""CS"")) + country"	6	6	6	0.5	68.12393341064453	78.18904113769531	0.1287278572623184	Baby-Forearm	2.0	grid-search-CS-ref	
684	"C(birth_mode_ms, Treatment(""CS""))"	3	10	10	0.25	97.74644165039062	112.95083160400391	0.1346106950935837	Baby-Forearm	2.0	grid-search-CS-ref	
685	"C(birth_mode_ms, Treatment(""CS""))"	3	10	10	0.5	97.74766998291015	112.95125732421874	0.13460308190875425	Baby-Forearm	2.0	grid-search-CS-ref	
686	"C(birth_mode_ms, Treatment(""CS""))"	3	10	13	0.25	162.23822784423828	175.87693939208984	0.07754690066243541	Baby-Forearm	2.0	grid-search-CS-ref	
687	"C(birth_mode_ms, Treatment(""CS""))"	3	10	13	0.5	162.23948669433594	175.87723846435546	0.07754131170750356	Baby-Forearm	2.0	grid-search-CS-ref	
688	"C(birth_mode_ms, Treatment(""CS""))"	3	10	6	0.25	45.14695053100586	53.475735092163085	0.15574885594004328	Baby-Forearm	2.0	grid-search-CS-ref	
689	"C(birth_mode_ms, Treatment(""CS""))"	3	10	6	0.5	45.14777145385742	53.476022720336914	0.15573804562904148	Baby-Forearm	2.0	grid-search-CS-ref	
690	"C(birth_mode_ms, Treatment(""CS""))"	3	13	10	0.25	108.95309753417969	120.23147888183594	0.09380556117704164	Baby-Forearm	2.0	grid-search-CS-ref	
691	"C(birth_mode_ms, Treatment(""CS""))"	3	13	10	0.5	108.95407257080078	120.2317123413086	0.09379921113069856	Baby-Forearm	2.0	grid-search-CS-ref	
692	"C(birth_mode_ms, Treatment(""CS""))"	3	13	13	0.25	173.48560180664063	182.5326675415039	0.049564090947206374	Baby-Forearm	2.0	grid-search-CS-ref	
693	"C(birth_mode_ms, Treatment(""CS""))"	3	13	13	0.5	173.48599853515626	182.5327362060547	0.04956227501397825	Baby-Forearm	2.0	grid-search-CS-ref	
694	"C(birth_mode_ms, Treatment(""CS""))"	3	13	6	0.25	50.032016372680665	57.513526916503906	0.13008262481771693	Baby-Forearm	2.0	grid-search-CS-ref	
695	"C(birth_mode_ms, Treatment(""CS""))"	3	13	6	0.5	50.03258857727051	57.51368179321289	0.1300750183728494	Baby-Forearm	2.0	grid-search-CS-ref	
696	"C(birth_mode_ms, Treatment(""CS""))"	3	6	10	0.25	91.35215835571289	97.66726531982422	0.06465940193402253	Baby-Forearm	2.0	grid-search-CS-ref	
697	"C(birth_mode_ms, Treatment(""CS""))"	3	6	10	0.5	91.35221099853516	97.6680061340332	0.06466595751766102	Baby-Forearm	2.0	grid-search-CS-ref	
698	"C(birth_mode_ms, Treatment(""CS""))"	3	6	13	0.25	133.50165252685548	153.50760803222656	0.1303254982721842	Baby-Forearm	2.0	grid-search-CS-ref	
699	"C(birth_mode_ms, Treatment(""CS""))"	3	6	13	0.5	133.50254516601564	153.5085235595703	0.13032487010919092	Baby-Forearm	2.0	grid-search-CS-ref	
700	"C(birth_mode_ms, Treatment(""CS""))"	3	6	6	0.25	42.2376205444336	43.77307357788086	0.035077569563749966	Baby-Forearm	2.0	grid-search-CS-ref	Yes
701	"C(birth_mode_ms, Treatment(""CS""))"	3	6	6	0.5	42.23842544555664	43.77346267700195	0.03506775881022084	Baby-Forearm	2.0	grid-search-CS-ref	
702	"C(birth_mode_ms, Treatment(""CS""))"	6	10	10	0.25	159.1278274536133	185.34223327636718	0.1414378437086442	Baby-Forearm	2.0	grid-search-CS-ref	
703	"C(birth_mode_ms, Treatment(""CS""))"	6	10	10	0.5	159.12864532470704	185.3429916381836	0.14143694391558526	Baby-Forearm	2.0	grid-search-CS-ref	
704	"C(birth_mode_ms, Treatment(""CS""))"	6	10	13	0.25	273.4142242431641	307.45151977539064	0.1107078460925891	Baby-Forearm	2.0	grid-search-CS-ref	
705	"C(birth_mode_ms, Treatment(""CS""))"	6	10	13	0.5	273.4154113769531	307.4520660400391	0.11070556494049855	Baby-Forearm	2.0	grid-search-CS-ref	
706	"C(birth_mode_ms, Treatment(""CS""))"	6	10	6	0.25	75.86065521240235	90.16547164916992	0.15865071379459994	Baby-Forearm	2.0	grid-search-CS-ref	
707	"C(birth_mode_ms, Treatment(""CS""))"	6	10	6	0.5	75.8615592956543	90.1657958984375	0.15864371251040077	Baby-Forearm	2.0	grid-search-CS-ref	
708	"C(birth_mode_ms, Treatment(""CS""))"	6	13	10	0.25	167.46761627197264	202.34820404052735	0.17237903313225666	Baby-Forearm	2.0	grid-search-CS-ref	
709	"C(birth_mode_ms, Treatment(""CS""))"	6	13	10	0.5	167.46849975585937	202.3486587524414	0.1723765267910934	Baby-Forearm	2.0	grid-search-CS-ref	
710	"C(birth_mode_ms, Treatment(""CS""))"	6	13	13	0.25	294.11562194824216	324.11961975097654	0.0925707546670167	Baby-Forearm	2.0	grid-search-CS-ref	
711	"C(birth_mode_ms, Treatment(""CS""))"	6	13	13	0.5	294.11655883789064	324.11989135742186	0.09256862451075298	Baby-Forearm	2.0	grid-search-CS-ref	
712	"C(birth_mode_ms, Treatment(""CS""))"	6	13	6	0.25	79.1357032775879	98.19542083740234	0.19409986124887257	Baby-Forearm	2.0	grid-search-CS-ref	
713	"C(birth_mode_ms, Treatment(""CS""))"	6	13	6	0.5	79.13648300170898	98.19564056396484	0.19409372404715552	Baby-Forearm	2.0	grid-search-CS-ref	
714	"C(birth_mode_ms, Treatment(""CS""))"	6	6	10	0.25	158.7263168334961	159.2490447998047	0.00328245589771492	Baby-Forearm	2.0	grid-search-CS-ref	
715	"C(birth_mode_ms, Treatment(""CS""))"	6	6	10	0.5	158.72661590576172	159.24984130859374	0.003285563103438971	Baby-Forearm	2.0	grid-search-CS-ref	
716	"C(birth_mode_ms, Treatment(""CS""))"	6	6	13	0.25	233.47234954833985	253.1568817138672	0.07775625940825093	Baby-Forearm	2.0	grid-search-CS-ref	
717	"C(birth_mode_ms, Treatment(""CS""))"	6	6	13	0.5	233.47409362792968	253.15828857421874	0.07775449524939504	Baby-Forearm	2.0	grid-search-CS-ref	
718	"C(birth_mode_ms, Treatment(""CS""))"	6	6	6	0.25	75.21630630493163	78.18873291015625	0.0380160477679069	Baby-Forearm	2.0	grid-search-CS-ref	
719	"C(birth_mode_ms, Treatment(""CS""))"	6	6	6	0.5	75.21759719848633	78.18904113769531	0.0380033300827427	Baby-Forearm	2.0	grid-search-CS-ref	
720	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	13	13	0.25	386.31036987304685	582.17236328125	0.33643299778828795	Baby-Mouth	30.0	grid-search-CS-ref	
721	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	13	13	0.5	386.3139587402344	582.172509765625	0.33642700014166027	Baby-Mouth	30.0	grid-search-CS-ref	
722	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	13	18	0.25	361.5677490234375	584.4933288574218	0.3813996992399611	Baby-Mouth	30.0	grid-search-CS-ref	
723	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	13	18	0.5	361.5732452392578	584.4935424804687	0.38139052194688694	Baby-Mouth	30.0	grid-search-CS-ref	
724	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	13	9	0.25	324.91834716796876	523.2071044921875	0.37898712693642245	Baby-Mouth	30.0	grid-search-CS-ref	
725	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	13	9	0.5	324.92177734375	523.2075073242188	0.3789810490192298	Baby-Mouth	30.0	grid-search-CS-ref	
726	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	18	13	0.25	489.27911376953125	634.5097595214844	0.22888638602104228	Baby-Mouth	30.0	grid-search-CS-ref	
727	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	18	13	0.5	489.2805877685547	634.5098083496093	0.22888412230979194	Baby-Mouth	30.0	grid-search-CS-ref	
728	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	18	18	0.25	477.6881378173828	635.9822021484375	0.24889700340090504	Baby-Mouth	30.0	grid-search-CS-ref	
729	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	18	18	0.5	477.6898498535156	635.9822937011719	0.24889441957016645	Baby-Mouth	30.0	grid-search-CS-ref	
730	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	18	9	0.25	469.94407653808594	642.7239379882812	0.26882437581365703	Baby-Mouth	30.0	grid-search-CS-ref	
731	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	18	9	0.5	469.94597778320315	642.7240478515625	0.2688215426914641	Baby-Mouth	30.0	grid-search-CS-ref	
732	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	9	13	0.25	343.8731384277344	400.3961151123047	0.14116764511742708	Baby-Mouth	30.0	grid-search-CS-ref	
733	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	9	13	0.5	343.8759368896484	400.3967224121094	0.1411619585244427	Baby-Mouth	30.0	grid-search-CS-ref	
734	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	9	18	0.25	318.4763122558594	387.5291778564453	0.17818752637553803	Baby-Mouth	30.0	grid-search-CS-ref	Yes
735	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	9	18	0.5	318.4790435791016	387.5298370361328	0.1781818762269729	Baby-Mouth	30.0	grid-search-CS-ref	
736	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	9	9	0.25	320.3217529296875	352.12245178222656	0.09031147741810719	Baby-Mouth	30.0	grid-search-CS-ref	
737	"C(birth_mode_ms, Treatment(""CS"")) + country"	4	9	9	0.5	320.323974609375	352.1228271484375	0.09030613776612018	Baby-Mouth	30.0	grid-search-CS-ref	
738	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	13	13	0.25	642.9275329589843	1024.3846862792968	0.37237686040174645	Baby-Mouth	30.0	grid-search-CS-ref	
739	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	13	13	0.5	642.9276062011719	1024.3848999023437	0.3723769197862412	Baby-Mouth	30.0	grid-search-CS-ref	
740	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	13	18	0.25	569.3002685546875	1031.9693603515625	0.44833607427962485	Baby-Mouth	30.0	grid-search-CS-ref	
741	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	13	18	0.5	569.3004638671875	1031.9696411132813	0.4483360351056157	Baby-Mouth	30.0	grid-search-CS-ref	
742	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	13	9	0.25	627.1059509277344	910.6968444824219	0.3113998860025272	Baby-Mouth	30.0	grid-search-CS-ref	
743	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	13	9	0.5	627.1063354492187	910.6972351074219	0.3113997591359241	Baby-Mouth	30.0	grid-search-CS-ref	
744	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	18	13	0.25	673.0913635253906	1136.245166015625	0.4076178419436861	Baby-Mouth	30.0	grid-search-CS-ref	
745	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	18	13	0.5	673.093115234375	1136.24521484375	0.4076163257356953	Baby-Mouth	30.0	grid-search-CS-ref	
746	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	18	18	0.25	589.4015686035157	1147.0724975585938	0.48616886041816343	Baby-Mouth	30.0	grid-search-CS-ref	
747	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	18	18	0.5	589.4031066894531	1147.0725219726562	0.48616753047502326	Baby-Mouth	30.0	grid-search-CS-ref	
748	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	18	9	0.25	657.0090881347656	1172.4136108398438	0.4396098082961307	Baby-Mouth	30.0	grid-search-CS-ref	
749	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	18	9	0.5	657.0104431152344	1172.41376953125	0.4396087284287715	Baby-Mouth	30.0	grid-search-CS-ref	
750	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	9	13	0.25	625.9772399902344	703.4999633789063	0.11019577459013752	Baby-Mouth	30.0	grid-search-CS-ref	
751	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	9	13	0.5	625.9782104492188	703.5002624511719	0.11019477339190586	Baby-Mouth	30.0	grid-search-CS-ref	
752	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	9	18	0.25	570.8023559570313	671.6514892578125	0.15015098591119236	Baby-Mouth	30.0	grid-search-CS-ref	
753	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	9	18	0.5	570.8035400390625	671.6519836425781	0.15014984852212165	Baby-Mouth	30.0	grid-search-CS-ref	
754	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	9	9	0.25	621.6341186523438	666.8630798339843	0.0678234596416708	Baby-Mouth	30.0	grid-search-CS-ref	
755	"C(birth_mode_ms, Treatment(""CS"")) + country"	9	9	9	0.5	621.6361633300781	666.86337890625	0.06782081158865083	Baby-Mouth	30.0	grid-search-CS-ref	
756	"C(birth_mode_ms, Treatment(""CS""))"	4	13	13	0.25	482.1219787597656	582.17236328125	0.1718569805642759	Baby-Mouth	30.0	grid-search-CS-ref	
757	"C(birth_mode_ms, Treatment(""CS""))"	4	13	13	0.5	482.122900390625	582.172509765625	0.17185560585002324	Baby-Mouth	30.0	grid-search-CS-ref	
758	"C(birth_mode_ms, Treatment(""CS""))"	4	13	18	0.25	460.13958740234375	584.4933288574218	0.21275476607777033	Baby-Mouth	30.0	grid-search-CS-ref	
759	"C(birth_mode_ms, Treatment(""CS""))"	4	13	18	0.5	460.1412841796875	584.4935424804687	0.2127521508159973	Baby-Mouth	30.0	grid-search-CS-ref	
760	"C(birth_mode_ms, Treatment(""CS""))"	4	13	9	0.25	356.34693603515626	523.2071044921875	0.3189180097601728	Baby-Mouth	30.0	grid-search-CS-ref	
761	"C(birth_mode_ms, Treatment(""CS""))"	4	13	9	0.5	356.3476165771484	523.2075073242188	0.3189172334327218	Baby-Mouth	30.0	grid-search-CS-ref	
762	"C(birth_mode_ms, Treatment(""CS""))"	4	18	13	0.25	569.3784484863281	634.5097595214844	0.10264824150896446	Baby-Mouth	30.0	grid-search-CS-ref	
763	"C(birth_mode_ms, Treatment(""CS""))"	4	18	13	0.5	569.3789123535156	634.5098083496093	0.10264757949999592	Baby-Mouth	30.0	grid-search-CS-ref	
764	"C(birth_mode_ms, Treatment(""CS""))"	4	18	18	0.25	561.2595642089843	635.9822021484375	0.11749171232627198	Baby-Mouth	30.0	grid-search-CS-ref	
765	"C(birth_mode_ms, Treatment(""CS""))"	4	18	18	0.5	561.260595703125	635.9822937011719	0.1174902174763317	Baby-Mouth	30.0	grid-search-CS-ref	
766	"C(birth_mode_ms, Treatment(""CS""))"	4	18	9	0.25	562.8312622070313	642.7239379882812	0.12430325223503136	Baby-Mouth	30.0	grid-search-CS-ref	
767	"C(birth_mode_ms, Treatment(""CS""))"	4	18	9	0.5	562.8317443847657	642.7240478515625	0.12430265171165344	Baby-Mouth	30.0	grid-search-CS-ref	
768	"C(birth_mode_ms, Treatment(""CS""))"	4	9	13	0.25	372.6907440185547	400.3961151123047	0.06919490486559565	Baby-Mouth	30.0	grid-search-CS-ref	
769	"C(birth_mode_ms, Treatment(""CS""))"	4	9	13	0.5	372.69122009277345	400.3967224121094	0.06919512765346758	Baby-Mouth	30.0	grid-search-CS-ref	
770	"C(birth_mode_ms, Treatment(""CS""))"	4	9	18	0.25	332.5633209228516	387.5291778564453	0.14183669275595823	Baby-Mouth	30.0	grid-search-CS-ref	
771	"C(birth_mode_ms, Treatment(""CS""))"	4	9	18	0.5	332.5643646240234	387.5298370361328	0.14183545925777186	Baby-Mouth	30.0	grid-search-CS-ref	
772	"C(birth_mode_ms, Treatment(""CS""))"	4	9	9	0.25	325.1935516357422	352.12245178222656	0.07647595320942158	Baby-Mouth	30.0	grid-search-CS-ref	Yes
773	"C(birth_mode_ms, Treatment(""CS""))"	4	9	9	0.5	325.1940979003906	352.1228271484375	0.07647538634777318	Baby-Mouth	30.0	grid-search-CS-ref	
774	"C(birth_mode_ms, Treatment(""CS""))"	9	13	13	0.25	780.9418762207031	1024.3846862792968	0.2376478419867939	Baby-Mouth	30.0	grid-search-CS-ref	
775	"C(birth_mode_ms, Treatment(""CS""))"	9	13	13	0.5	780.942431640625	1024.3848999023437	0.23764745876762383	Baby-Mouth	30.0	grid-search-CS-ref	
776	"C(birth_mode_ms, Treatment(""CS""))"	9	13	18	0.25	704.6846557617188	1031.9693603515625	0.3171457575817437	Baby-Mouth	30.0	grid-search-CS-ref	
777	"C(birth_mode_ms, Treatment(""CS""))"	9	13	18	0.5	704.6859130859375	1031.9696411132813	0.31714472498849144	Baby-Mouth	30.0	grid-search-CS-ref	
778	"C(birth_mode_ms, Treatment(""CS""))"	9	13	9	0.25	652.9854248046875	910.6968444824219	0.282982664581648	Baby-Mouth	30.0	grid-search-CS-ref	
779	"C(birth_mode_ms, Treatment(""CS""))"	9	13	9	0.5	652.9860412597657	910.6972351074219	0.2829822952270825	Baby-Mouth	30.0	grid-search-CS-ref	
780	"C(birth_mode_ms, Treatment(""CS""))"	9	18	13	0.25	909.0720764160156	1136.245166015625	0.1999331626608526	Baby-Mouth	30.0	grid-search-CS-ref	
781	"C(birth_mode_ms, Treatment(""CS""))"	9	18	13	0.5	909.0727966308593	1136.24521484375	0.19993256318719033	Baby-Mouth	30.0	grid-search-CS-ref	
