sample_name,seqcount
10894.HR1888,255104.0
10894.HR1152,150196.0
10894.HR3884,56077.0
10894.HR1936,604.0
10894.HR4024,49730.0
10894.HR2272,426744.0
10894.HR4840,36954.0
10894.HR1428,154969.0
10894.HR0813,3685.0
10894.HR3424,217474.0
10894.HR1812,12848.0
10894.HR0814,90.0
10894.HR0620,106184.0
10894.HR1076,6779.0
10894.HR0070,111606.0
10894.HR3875,60844.0
10894.HR0138,88972.0
10894.HR3500,146119.0
10894.HR0181,8518.0
10894.HR2857,10484.0
10894.HR2982,33838.0
10894.HR0545,164776.0
10894.HR0978,266736.0
10894.HR1171,10301.0
10894.HR2319,339550.0
10894.HR0315,203021.0
10894.HR2522,252883.0
10894.HR1114,9710.0
10894.HR0697,194129.0
10894.HR0238,169816.0
10894.HR1037,947.0
10894.HR4062,42901.0
10894.HR3185,316274.0
10894.HR2183,287802.0
10894.HR3462,174429.0
10894.HR1380,309439.0
10894.HR0468,187202.0
10894.HR1189,44609.0
10894.HR1352,2907.0
10894.HR2935,55007.0
10894.HR0939,177541.0
10894.HR0277,56835.0
10894.HR0871,160477.0
10894.HR2210,12936.0
10894.HR0629,223137.0
10894.HR0420,67437.0
10894.HR0353,184160.0
10894.HR1280,25270.0
10894.HR0286,109132.0
10894.HR0987,59992.0
10894.HR0852,1676.0
10894.HR0745,221380.0
10894.HR3174,85297.0
10894.HR1371,60720.0
10894.HR2310,139329.0
10894.HR2916,1878.0
10894.HR1113,83836.0
10894.HR0929,173872.0
10894.HR2925,17567.0
10894.HR1342,242719.0
10894.HR0344,204422.0
10894.HR2348,307030.0
10894.HR4859,75387.0
10894.HR2200,12568.0
10894.HR1638,169306.0
10894.HR0861,77674.0
10894.HR0267,81145.0
10894.HR1261,286096.0
10894.HR0687,196126.0
10894.HR3758,10471.0
10894.HR1104,469.0
10894.HR1199,149088.0
10894.HR1390,255280.0
10894.HR0478,200171.0
10894.HR3195,663.0
10894.HR3472,20975.0
10894.HR1027,7430.0
10894.HR0842,13.0
10894.HR0997,1628.0
10894.HR2732,447080.0
10894.HR2906,53579.0
10894.HR2300,210138.0
10894.HR2550,7537.0
10894.HR1361,254554.0
10894.HR0755,189157.0
10894.HR1266,287550.0
10894.HR1860,99474.0
10894.HR0430,160609.0
10894.HR0639,71172.0
10894.HR0890,155572.0
10894.HR0296,288547.0
10894.HR0343,54991.0
10894.HR3519,91922.0
10894.HR1926,225386.0
10894.HR0920,10101.0
10894.HR1142,115293.0
10894.HR3894,25706.0
10894.HR3347,177428.0
10894.HR1570,17112.0
10894.HR0091,31264.0
10894.HR1898,2182.0
10894.HR0803,142711.0
10894.HR3434,31973.0
10894.HR4850,128738.0
10894.HR2963,82823.0
10894.HR0487,123045.0
10894.HR1736,10304.0
10894.HR2107,230298.0
10894.HR1304,114886.0
10894.HR0678,28643.0
10894.HR1190,1235.0
10894.HR1399,162286.0
10894.HR3049,42505.0
10894.HR3846,8359.0
10894.HR0043,70986.0
10894.HR1045,81495.0
10894.HR1227,21585.0
10894.HR2992,485905.0
10894.HR0044,89529.0
10894.HR0305,113410.0
10894.HR1303,306832.0
10894.HR3106,344472.0
10894.HR0968,118036.0
10894.HR1161,73897.0
10894.HR2685,3244.0
10894.HR3865,13042.0
10894.HR4033,79298.0
10894.HR1869,189715.0
10894.HR0439,243926.0
10894.HR0630,222572.0
10894.HR0804,219745.0
10894.HR3510,74676.0
10894.HR0526,145420.0
10894.HR2723,47425.0
10894.HR2173,2686.0
10894.HR2541,110656.0
10894.HR1697,819.0
10894.HR3606,325204.0
10894.HR1238,294287.0
10894.HR0189,85246.0
10894.HR0667,364463.0
10894.HR2050,190805.0
10894.HR0352,7163.0
10894.HR0287,218469.0
10894.HR0881,57346.0
10894.HR0130,176957.0
10894.HR3701,36067.0
10894.HR1504,124589.0
10894.HR0013,218657.0
10894.HR2810,18850.0
10894.HR0421,194700.0
10894.HR1629,9384.0
10894.HR0014,77440.0
10894.HR3625,35546.0
10894.HR0276,94779.0
10894.HR2509,5746.0
10894.HR1955,219863.0
10894.HR0469,170949.0
10894.HR0239,212513.0
10894.HR2607,320.0
10894.HR1036,386.0
10894.HR0402,273638.0
10894.HR3233,58853.0
10894.HR0696,71141.0
10894.HR3749,29316.0
10894.HR0977,223752.0
10894.HR3117,214841.0
10894.HR0314,210712.0
10894.HR3692,97656.0
10894.HR0544,68669.0
10894.HR2694,215448.0
10894.HR3375,789.0
10894.HR1542,5709.0
10894.HR1170,193093.0
10894.HR1668,8354.0
10894.HR0180,92117.0
10894.HR2059,148353.0
10894.HR0152,13592.0
10894.HR2357,152273.0
10894.HR0139,3156.0
10894.HR2135,192581.0
10894.HR0071,243548.0
10894.HR2424,8346.0
10894.HR2819,39637.0
10894.HR0621,5763.0
10894.HR2218,134930.0
10894.HR0591,251153.0
10894.HR0705,219307.0
10894.HR3356,52230.0
10894.HR1561,204594.0
10894.HR1086,1572.0
10894.HR0052,140710.0
10894.HR3663,58291.0
10894.HR1181,209048.0
10894.HR1466,211.0
10894.HR0988,4950.0
10894.HR0230,1471.0
10894.HR0602,140434.0
10894.HR3549,37881.0
10894.HR0496,16143.0
10894.HR0171,151365.0
10894.HR2116,165468.0
10894.HR3491,203464.0
10894.HR0525,89741.0
10894.HR1523,149874.0
10894.HR0383,193448.0
10894.HR1983,150978.0
10894.HR2704,9004.0
10894.HR3087,64443.0
10894.HR2154,175753.0
10894.HR1765,7113.0
10894.HR0882,10571.0
10894.HR0219,100460.0
10894.HR4043,82473.0
10894.HR3443,39518.0
10894.HR1793,187838.0
10894.HR0449,122037.0
10894.HR2878,1475.0
10894.HR0640,2670.0
10894.HR0792,118926.0
10894.HR3214,579.0
10894.HR1218,91957.0
10894.HR3155,95518.0
10894.HR0764,281.0
10894.HR1285,7455.0
10894.HR0950,17367.0
10894.HR3337,345759.0
10894.HR0506,82719.0
10894.HR1132,144944.0
10894.HR0033,80081.0
10894.HR0401,106532.0
10894.HR0110,52543.0
10894.HR2490,183976.0
10894.HR1746,548.0
10894.HR1494,167530.0
10894.HR2742,58122.0
10894.HR0725,124537.0
10894.HR1917,2483.0
10894.HR2386,157974.0
10894.HR1409,18486.0
10894.HR1600,114560.0
10894.HR2031,7015.0
10894.HR3405,97679.0
10894.HR0832,164401.0
10894.HR0333,166879.0
10894.HR0151,99551.0
10894.HR2088,95267.0
10894.HR2887,58141.0
10894.HR2281,174671.0
10894.HR0563,70945.0
10894.HR3013,829.0
10894.HR2645,179607.0
10894.HR3271,111031.0
10894.HR3078,32230.0
10894.HR0440,179534.0
10894.HR0649,235856.0
10894.HR1648,5259.0
10894.HR0592,23631.0
10894.HR3644,20428.0
10894.HR2012,326424.0
10894.HR1018,53257.0
10894.HR1085,5336.0
10894.HR0564,162647.0
10894.HR3280,50.0
10894.HR0959,196012.0
10894.HR2761,31157.0
10894.HR2338,165809.0
10894.HR0706,280811.0
10894.HR0334,78730.0
10894.HR0601,105835.0
10894.HR0051,258463.0
10894.HR2666,3125.0
10894.HR0258,76253.0
10894.HR2254,5080.0
10894.HR3252,36629.0
10894.HR0119,30049.0
10894.HR2097,182828.0
10894.HR1294,75237.0
10894.HR1123,929.0
10894.HR0783,196371.0
10894.HR4831,1173.0
10894.HR3789,52410.0
10894.HR1209,156759.0
10894.HR3730,86631.0
10894.HR0101,243433.0
10894.HR0363,58810.0
10894.HR2227,142230.0
10894.HR3827,9212.0
10894.HR1246,320675.0
10894.HR0841,179409.0
10894.HR0392,110330.0
10894.HR4812,81503.0
10894.HR0025,6437.0
10894.HR0364,311889.0
10894.HR1964,204868.0
10894.HR2368,4549.0
10894.HR0909,84729.0
10894.HR0534,95387.0
10894.HR4052,94156.0
10894.HR1007,67478.0
10894.HR0001,251687.0
10894.HR2636,14607.0
10894.HR0208,96658.0
10894.HR1657,205367.0
10894.HR3587,51062.0
10894.HR0458,93911.0
10894.HR1265,81162.0
10894.HR0784,575.0
10894.HR1124,1539.0
10894.HR2145,299834.0
10894.HR1774,306207.0
10894.HR0295,120784.0
10894.HR2770,293988.0
10894.HR0092,11430.0
10894.HR1094,205789.0
10894.HR2944,31675.0
10894.HR1323,230178.0
10894.HR0325,62954.0
10894.HR2329,202915.0
10894.HR0583,201399.0
10894.HR3780,21293.0
10894.HR1200,209358.0
10894.HR3739,48020.0
10894.HR0610,120347.0
10894.HR3021,7198.0
10894.HR1822,226522.0
10894.HR2245,8287.0
10894.HR0249,9102.0
10894.HR1046,1500.0
10894.HR4014,73637.0
10894.HR0823,130092.0
10894.HR1418,200087.0
10894.HR1485,105804.0
10894.HR1162,207385.0
10894.HR2531,180855.0
10894.HR0306,94278.0
10894.HR0900,431637.0
10894.HR2588,2242.0
10894.HR0658,25474.0
10894.HR1065,8400.0
10894.HR0063,3152.0
10894.HR3328,67465.0
10894.HR1716,227771.0
10894.HR0572,77492.0
10894.HR3578,661.0
10894.HR2376,76501.0
10894.HR1725,275735.0
10894.HR1056,95.0
10894.HR4003,42621.0
10894.HR2405,199916.0
10894.HR3136,2157.0
10894.HR1333,868.0
10894.HR0082,177319.0
10894.HR2954,416322.0
10894.HR1151,210006.0
10894.HR2569,4463.0
10894.HR0958,117059.0
10894.HR2078,133108.0
10894.HR1075,268099.0
10894.HR1447,216289.0
10894.HR2598,187685.0
10894.HR0648,101635.0
10894.HR3568,330765.0
10894.HR1706,131214.0
10894.HR0833,15474.0
10894.HR0724,118041.0
10894.HR0910,189340.0
10894.HR0373,29127.0
10894.HR3529,379465.0
10894.HR3720,67064.0
10894.HR0111,3028.0
10894.HR1850,190968.0
10894.HR1256,210947.0
10894.HR0032,211770.0
10894.HR2237,235942.0
10894.HR3837,44479.0
10894.HR3038,59155.0
10894.HR0507,14564.0
10894.HR1133,199507.0
10894.HR0765,18538.0
10894.HR1284,462616.0
10894.HR2560,8925.0
10894.HR1219,173346.0
10894.HR4821,119404.0
10894.HR3799,2669.0
10894.HR2443,219506.0
10894.HR0872,176658.0
10894.HR0793,104380.0
10894.HR1275,160110.0
10894.HR3597,457.0
10894.HR1017,1787.0
10894.HR2626,142739.0
10894.HR4869,25361.0
10894.HR0382,139803.0
10894.HR4802,954.0
10894.HR0257,98236.0
10894.HR0851,59426.0
10894.HR0919,211769.0
10894.HR0746,1045.0
10894.HR0374,101381.0
10894.HR1974,203383.0
10894.HR0573,144308.0
10894.HR2291,95371.0
10894.HR3770,2738.0
10894.HR2897,29728.0
10894.HR2126,327156.0
10894.HR2780,174454.0
10894.HR3068,2155.0
10894.HR1456,13197.0
10894.HR3261,304779.0
10894.HR0659,251735.0
10894.HR0450,1665.0
10894.HR1064,97989.0
10894.HR0062,3164.0
10894.HR3003,61698.0
10894.HR0901,14047.0
10894.HR1907,196273.0
10894.HR0735,115545.0
10894.HR1551,12829.0
10894.HR3366,90268.0
10894.HR3415,10346.0
10894.HR0822,338060.0
10894.HR1610,8991.0
10894.HR2021,133290.0
10894.HR1475,277893.0
10894.HR3242,25562.0
10894.HR0248,96319.0
10894.HR2829,22198.0
10894.HR0611,206651.0
10894.HR2414,165701.0
10894.HR0162,73447.0
10894.HR1008,6714.0
10894.HR2002,76150.0
10894.HR3654,47615.0
10894.HR0582,172946.0
10894.HR2069,173471.0
10894.HR0324,3666.0
10894.HR3127,41338.0
10894.HR0716,148080.0
10894.HR0949,98174.0
10894.HR3290,96347.0
10894.HR1095,6226.0
10894.HR0773,163427.0
10894.HR3097,43565.0
10894.HR2789,37888.0
10894.HR0459,153913.0
10894.HR3453,8594.0
10894.HR0209,158175.0
10894.HR0535,201976.0
10894.HR3481,108121.0
10894.HR0024,890.0
10894.HR1619,300010.0
10894.HR2471,160022.0
10894.HR0393,135630.0
10894.HR1993,28505.0
10894.HR1247,61374.0
10894.HR2191,8149.0
10894.HR1841,150053.0
10894.HR0411,38141.0
10894.HR3029,955.0
10894.HR3538,146453.0
10894.HR0100,80257.0
10894.HR1208,401597.0
10894.HR3204,20987.0
10894.HR1784,143578.0
10894.HR2452,92033.0
10894.HR2713,60381.0
10894.HR0516,15775.0
10894.HR0940,303972.0
10894.HR3299,25418.0
10894.HR1295,6833.0
10894.HR0774,236699.0
10249.M057.01R,24783.0
10249.C036.09SS,10722.0
10249.C038.05SD,18606.0
10249.C033.13SS,24613.0
10249.C056.03SS,21068.0
10249.C027.20SS,13904.0
10249.C044.15SS,13084.0
10249.C053.03SS,17508.0
10249.C025.13SD,19496.0
10249.C036.12SS,19466.0
10249.M047.01SD,20270.0
10249.C049.01SS,11641.0
10249.C056.02SS,7465.0
10249.C030.11SD,14649.0
10249.C041.14SS,17395.0
10249.C009.17SS,15213.0
10249.C053.02SS,16485.0
10249.C036.11SS,12573.0
10249.M057.01SD,18570.0
10249.C049.02SS,14389.0
10249.C038.07SD,19956.0
10249.C055.02SD,21878.0
10249.C042.14SD,21947.0
10249.C056.01SS,12702.0
10249.C041.17SS,18274.0
10249.C035.12SD,35740.0
10249.C007.24SS,19892.0
10249.C036.10SS,14336.0
10249.C049.03SS,30090.0
10249.C055.03SD,13909.0
10249.C038.06SD,14819.0
10249.C011.19SS,21058.0
10249.C024.20SD,23696.0
10249.C042.15SD,14664.0
10249.C041.16SS,11588.0
10249.C002.19SD,22152.0
10249.C046.03SS,83773.0
10249.C035.13SD,57329.0
10249.C032.20SS,21021.0
10249.M047.03R,26374.0
10249.C047.08SD,20969.0
10249.C055.04SD,18844.0
10249.C033.17SS,20697.0
10249.C041.11SS,16828.0
10249.C046.04SS,15727.0
10249.C044.11SS,12531.0
10249.C035.14SD,21609.0
10249.C007.22SS,19725.0
10249.C031.19SS,19666.0
10249.C055.05SD,17785.0
10249.C027.19SD,22238.0
10249.C041.10SS,44380.0
10249.C046.05SS,15026.0
10249.C044.10SS,20057.0
10249.C035.15SD,18978.0
10249.C007.23SS,19623.0
10249.M050.01V,11262.0
10249.C024.19SS,19637.0
10249.C033.15SS,14217.0
10249.M052.03V,33078.0
10249.C045.05SD,13418.0
10249.C056.05SS,17128.0
10249.M049.01V,12707.0
10249.C041.13SS,16586.0
10249.C046.06SS,22827.0
10249.C044.13SS,41621.0
10249.M052.01R,31665.0
10249.C044.09SS,18824.0
10249.C053.05SS,19423.0
10249.C007.20SS,9334.0
10249.C032.19SD,19190.0
10249.C036.14SS,14017.0
10249.C049.07SS,19067.0
10249.C042.11SD,10806.0
10249.C033.14SS,19280.0
10249.C056.04SS,15812.0
10249.C041.12SS,15603.0
10249.C030.17SD,23880.0
10249.M041.04SS,33569.0
10249.C002.21SS,55072.0
10249.C046.07SS,14873.0
10249.C044.12SS,16476.0
10249.C053.04SS,16288.0
10249.C025.14SD,13575.0
10249.C031.14SS,15885.0
10249.C024.17SS,14293.0
10249.C049.08SS,16652.0
10249.C001.37SD,14485.0
10249.C034.14SS,49530.0
10249.M049.02R,17695.0
10249.C005.21SS,23522.0
10249.M051.01V,9128.0
10249.C043.12SS,15987.0
10249.M053.03V,11381.0
10249.C043.08SS,17188.0
10249.C031.15SS,16202.0
10249.C024.16SS,47654.0
10249.C038.16SD,13311.0
10249.C049.09SS,14128.0
10249.C045.10SD,22850.0
10249.C001.36SD,16091.0
10249.C034.15SS,18792.0
10249.C030.19SD,19542.0
10249.C046.09SS,12489.0
10249.C043.09SS,19142.0
10249.C047.06SD,23717.0
10249.C057.05SD,20024.0
10249.C031.16SS,14175.0
10249.C042.06SD,15189.0
10249.C038.15SD,19826.0
10249.C045.09SD,20120.0
10249.C052.05SD,18615.0
10249.C046.10SS,13755.0
10249.C009.20SD,11412.0
10249.C025.19SD,14133.0
10249.C010.20SS,14901.0
10249.C043.10SS,14600.0
10249.C047.07SD,14498.0
10249.C057.04SD,23904.0
10249.C031.17SS,17954.0
10249.C033.18SS,16879.0
10249.C001.34SD,38052.0
10249.C034.17SS,26051.0
10249.C045.08SD,11451.0
10249.C052.04SD,23229.0
10249.C027.17SD,15054.0
10249.C046.11SS,14221.0
10249.C043.11SS,14342.0
10249.C008.16SD,18356.0
10249.C057.03SD,25305.0
10249.C038.13SD,21974.0
10249.C052.03SD,30392.0
10249.C005.19SD,18009.0
10249.C037.13SD,20710.0
10249.C035.06SD,14619.0
10249.C008.17SD,13322.0
10249.M047.02R,14425.0
10249.C011.17SS,32007.0
10249.C038.12SD,17497.0
10249.M055.01SD,13479.0
10249.M049.01SS,14154.0
10249.M046.01SS,11753.0
10249.M045.02V,7316.0
10249.C027.11SD,22815.0
10249.C037.12SD,13358.0
10249.C035.07SD,15604.0
10249.C047.02SD,16783.0
10249.M056.03V,9936.0
10249.M056.01R,19022.0
10249.C027.12SD,29057.0
10249.C009.18SS,16552.0
10249.M056.01SS,20854.0
10249.M055.02R,14609.0
10249.M053.01SS,6340.0
10249.C032.11SD,13656.0
10249.C010.18SD,20068.0
10249.C011.15SS,12715.0
10249.C033.06SS,17878.0
10249.C034.13SS,49652.0
10249.M046.03SS,14369.0
10249.C009.19SS,16135.0
10249.C043.15SS,26077.0
10249.M057.01SS,15684.0
10249.C042.14SS,13433.0
10249.C033.11SD,15004.0
10249.C055.02SS,23853.0
10249.C049.02SD,19755.0
10249.C002.18SS,15695.0
10249.M047.02V,15607.0
10249.C041.17SD,10938.0
10249.M046.03V,13621.0
10249.C007.24SD,19266.0
10249.C035.12SS,27011.0
10249.C011.19SD,14876.0
10249.C024.20SS,24817.0
10249.C042.15SS,33124.0
10249.C033.10SD,62158.0
10249.C055.03SS,17608.0
10249.C049.03SD,26386.0
10249.C002.19SS,20172.0
10249.C041.16SD,13656.0
10249.C032.20SD,28441.0
10249.C035.09SS,64388.0
10249.C035.13SS,16379.0
10249.C045.03SS,15320.0
10249.C033.09SD,20379.0
10249.C027.20SD,15732.0
10249.C056.03SD,15038.0
10249.C032.05SS,16908.0
10249.C053.03SD,12502.0
10249.C044.15SD,10814.0
10249.C035.10SS,16449.0
10249.M055.02V,22045.0
10249.C045.02SS,38632.0
10249.M056.01V,12202.0
10249.C041.14SD,15208.0
10249.C053.02SD,15860.0
10249.M056.03R,21621.0
10249.C035.11SS,13400.0
10249.C045.05SS,13515.0
10249.C042.10SS,15820.0
10249.C024.19SD,17259.0
10249.C046.06SD,18953.0
10249.C030.16SS,14319.0
10249.C041.13SD,29311.0
10249.C056.05SD,16937.0
10249.C025.15SS,48443.0
10249.C032.19SS,22810.0
10249.C053.05SD,22070.0
10249.C044.13SD,10649.0
10249.M053.03R,23258.0
10249.C036.14SD,17405.0
10249.C045.04SS,13816.0
10249.M051.01R,24538.0
10249.M049.02V,13434.0
10249.C042.11SS,11611.0
10249.C049.07SD,12408.0
10249.C002.21SD,26586.0
10249.C046.07SD,19029.0
10249.C030.17SS,19289.0
10249.C056.04SD,16969.0
10249.M050.02V,18032.0
10249.C053.04SD,15047.0
10249.C044.12SD,17293.0
10249.C047.08SS,17819.0
10249.C033.17SD,14536.0
10249.C042.12SS,15160.0
10249.C055.04SS,19547.0
10249.C030.14SS,20046.0
10249.C007.22SD,17308.0
10249.C043.04SD,17341.0
10249.C035.14SS,19955.0
10249.C031.19SD,17852.0
10249.C045.06SS,33402.0
10249.C042.09SS,14439.0
10249.C055.05SS,17243.0
10249.C030.15SS,15820.0
10249.C027.19SS,18158.0
10249.C025.16SS,14713.0
10249.C043.05SD,16952.0
10249.C007.23SD,26724.0
10249.C035.15SS,19602.0
10249.C057.05SS,17863.0
10249.C047.06SS,15004.0
10249.C045.09SS,23522.0
10249.C038.15SS,11294.0
10249.C009.20SS,20459.0
10249.C037.15SS,16155.0
10249.C046.10SD,17872.0
10249.C027.16SS,16168.0
10249.C041.05SD,18366.0
10249.C032.15SS,13885.0
10249.C043.10SD,13229.0
10249.C025.19SS,19330.0
10249.C010.20SD,15841.0
10249.C031.17SD,16536.0
10249.C057.04SS,22447.0
10249.C047.07SS,17627.0
10249.C052.04SS,19717.0
10249.C034.17SD,26846.0
10249.C045.08SS,10663.0
10249.C001.34SS,16569.0
10249.C033.18SD,30191.0
10249.C046.11SD,11868.0
10249.C027.17SS,19285.0
10249.C043.11SD,15058.0
10249.C025.18SS,24115.0
10249.C001.37SS,20013.0
10249.C049.08SD,12692.0
10249.C005.21SD,15989.0
10249.C032.17SS,19890.0
10249.C043.12SD,18504.0
10249.M052.01V,18029.0
10249.C034.15SD,20154.0
10249.C045.10SS,20906.0
10249.C001.36SS,19804.0
10249.C038.16SS,13935.0
10249.C049.09SD,15875.0
10249.C011.13SD,18675.0
10249.C046.09SD,13119.0
10249.M052.03R,19346.0
10249.C030.19SS,14359.0
10249.C041.06SD,14882.0
10249.C032.16SS,13347.0
10249.M050.01R,11820.0
10249.C047.02SS,16444.0
10249.C038.11SS,14263.0
10249.M045.01SS,18745.0
10249.M056.01SD,11206.0
10249.C037.11SS,19241.0
10249.C009.18SD,18307.0
10249.C010.18SS,14809.0
10249.M053.01SD,35041.0
10249.C004.16SD,16090.0
10249.C038.10SS,12827.0
10249.C037.10SS,11492.0
10249.C043.15SD,18446.0
10249.C010.19SS,20097.0
10249.M057.01V,8577.0
10249.C057.03SS,20149.0
10249.C036.05SD,15563.0
10249.M047.03V,10456.0
10249.C008.16SS,16533.0
10249.C052.03SS,19671.0
10249.C038.13SS,16746.0
10249.C037.09SS,37951.0
10249.C037.13SS,15636.0
10249.C005.19SS,18409.0
10249.C031.11SD,19705.0
10249.C008.17SS,21476.0
10249.M055.01SS,21964.0
10249.C001.32SS,17101.0
10249.C038.12SS,17864.0
10249.C011.17SD,25688.0
10249.M045.02SS,15288.0
10249.C002.17SS,19762.0
10249.C037.12SS,13434.0
10249.C005.18SS,23760.0
10894.NY3550,322244.0
10894.NY1537,102011.0
10894.HR0695,41334.0
10894.HR1972,102875.0
10894.NY3109,162691.0
10894.NY1105,18039.0
10894.NY0670,7066.0
10894.CH1709,133020.0
10894.HR0608,156236.0
10894.HR1407,269047.0
10894.NY2192,9309.0
10894.NY4073,204751.0
10894.NY0020,282484.0
10894.NYCR030,100572.0
10894.HR1665,120577.0
10894.NY1829,6851.0
10894.NY3611,8055.0
10894.NY3922,559.0
10894.HR2086,142060.0
10894.NY3324,176110.0
10894.HR1350,191266.0
10894.NY1296,189965.0
10894.NYCR014,70716.0
10894.NY2008,132752.0
10894.NY3450,99280.0
10894.NY5606,80027.0
10894.NY1437,600.0
10894.HR1274,116722.0
10894.CH1741,173864.0
10894.NY2575,220545.0
10894.NY2717,272991.0
10894.HR1282,78087.0
10894.NY1126,555.0
10894.NY1021,240.0
10894.NY5649,118830.0
10894.NY3822,586.0
10894.NY0843,143358.0
10894.NY0245,28529.0
10894.NY1671,2141.0
10894.NY0996,2551.0
10894.NY0677,311926.0
10894.CH1872,119927.0
10894.HR2170,124915.0
10894.HR1548,184750.0
10894.NY1530,222591.0
10894.NY2758,17.0
10894.NY1360,16015.0
10894.HR0918,3992.0
10894.HR0117,116990.0
10894.HR1111,4325.0
10894.NY1752,129019.0
10894.HR0722,153829.0
10894.NY4011,223246.0
10894.NY1614,109860.0
10894.HR1858,160910.0
10894.NY0826,157043.0
10894.NY1713,194481.0
10894.NY5695,8205.0
10894.NY1571,15.0
10894.NYCR080,79422.0
10894.NY5857,74996.0
10894.HR0217,213609.0
10894.NY2862,276.0
10894.NY0453,8226.0
10894.NY2656,187525.0
10894.NY3000,6914.0
10894.NY2941,49457.0
10894.NY0898,288311.0
10894.NYCR087,32.0
10894.NY0129,33598.0
10894.NY5874,134438.0
10894.NY4274,15066.0
10894.NY2672,129610.0
10894.NY3393,208085.0
10894.NY1302,2.0
10894.NY1904,10194.0
10894.NY3908,559.0
10894.NY0955,56286.0
10894.NY2156,122.0
10894.HR1293,220300.0
10894.NY0797,47.0
10894.NY3441,114387.0
10894.NY1598,1795.0
10894.NY3623,87729.0
10894.HR1782,216761.0
10894.NY2916,7871.0
10894.NY0115,1743.0
10894.CH1782,288.0
10894.NY1977,2831.0
10894.NY0690,9.0
10894.HR2197,191423.0
10894.HR1847,153812.0
10894.HR0247,147257.0
10894.NY4207,95556.0
10894.HR2029,144422.0
10894.HR0619,184023.0
10894.NY1667,160238.0
10894.NYCR021,15298.0
10894.HR0049,93652.0
10894.NY2234,9.0
10894.CH1892,89821.0
10894.NYCR169,8939.0
10894.NY0179,203769.0
10894.NY2492,115949.0
10894.HR0684,128671.0
10894.NY4046,1005.0
10894.NY2816,188030.0
10894.NY3216,130717.0
10894.NYCR005,162153.0
10894.CH1908,10405.0
10894.NY1130,19965.0
10894.NY1760,29.0
10894.NY1352,188802.0
10894.NY1567,61114.0
10894.NY3159,239372.0
10894.HR1635,194772.0
10894.NY1879,694.0
10894.HR1801,189469.0
10894.NY3919,15002.0
10894.NY0177,52837.0
10894.NY3746,10.0
10894.NY2033,244602.0
10894.NY1039,56.0
10894.HR0475,137262.0
10894.NY2058,28284.0
10894.NY2664,52.0
10894.HR1616,5890.0
10894.NY4000,16136.0
10894.NY1180,3817.0
10894.HR0733,34992.0
10894.NY3373,51175.0
10894.NY2692,157418.0
10894.HR0907,193904.0
10894.NY2525,115772.0
10894.HR0551,74156.0
10894.NY0627,1265.0
10894.HR1062,456.0
10894.HR0456,904.0
10894.NY5619,88175.0
10894.HR1141,123669.0
10894.HR0147,51573.0
10894.NY4535,172743.0
10894.HR2113,145853.0
10894.NY0689,20767.0
10894.NY0398,3691.0
10894.NY1679,30475.0
10894.NY1826,11994.0
10894.HR0858,66105.0
10894.NY5693,92631.0
10894.HR0562,43298.0
10894.NY1577,45515.0
10894.NY2895,6201.0
10894.NY3208,22952.0
10894.CH1749,274688.0
10894.NY0439,1310.0
10894.NY1802,815.0
10894.NY1204,181042.0
10894.HR1217,196163.0
10894.NY1454,5780.0
10894.CH1916,112575.0
10894.NY0868,271579.0
10894.CH1725,143862.0
10894.NY2209,223.0
10894.NY5856,5671.0
10894.NY1142,202540.0
10894.NY0576,191756.0
10894.NY2148,2718.0
10894.HR1084,39090.0
10894.HR1358,192421.0
10894.NY5694,114796.0
10894.HR2189,140477.0
10894.HR1464,182871.0
10894.CH1701,16.0
10894.NY1477,103.0
10894.HR2037,225777.0
10894.NYCR053,49492.0
10894.HR0600,170897.0
10894.HR0494,23850.0
10894.NY1304,105084.0
10894.NY3965,153665.0
10894.NY3558,424.0
10894.NY1481,58120.0
10894.NYCR170,38069.0
10894.HR0524,55723.0
10894.CH1818,110057.0
10894.NY2550,85092.0
10894.NY0680,268.0
10894.NY0489,336823.0
10894.NY3734,49307.0
10894.HR1608,164983.0
10894.NY4625,3681.0
10894.HR0665,166863.0
10894.NY2611,84539.0
10894.NY0414,1381.0
10894.HR0350,151418.0
10894.HR0956,128338.0
10894.NY3710,113423.0
10894.HR0285,140087.0
10894.NY1777,214258.0
10894.NY0639,73.0
10894.NY4184,177587.0
10894.NY2635,345719.0
10894.NYCR012,8864.0
10894.HR0448,164486.0
10894.HR0011,71028.0
10894.NY5607,169257.0
10894.NYCR079,136349.0
10894.NY1781,32422.0
10894.NY1068,37896.0
10894.NY3583,1094.0
10894.NY0655,316245.0
10894.NY2062,106.0
10894.NY2585,113687.0
10894.HR0646,127427.0
10894.HR0274,169056.0
10894.NY1638,133361.0
10894.NY0776,322698.0
10894.NY4175,87040.0
10894.NY3610,157721.0
10894.NY3249,1789.0
10894.NY0739,29001.0
10894.NY3163,114662.0
10894.NY1366,185103.0
10894.NY3551,587.0
10894.NY3758,146667.0
10894.NY0360,20148.0
10894.NY4106,557.0
10894.NY3283,141273.0
10894.NY2762,131158.0
10894.NY3134,180422.0
10894.NY4364,7102.0
10894.NY1138,134770.0
10894.NY2709,158495.0
10894.CH1848,133.0
10894.NY2500,250.0
10894.HR0801,171542.0
10894.CH1900,64751.0
10894.NYCR066,66.0
10894.NY5618,101699.0
10894.NY1429,123288.0
10894.NY0915,135236.0
10894.NY4149,171591.0
10894.NY0528,25330.0
